Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Hướng cửa chính,Tình trạng nội thất,Loại hình văn phòng,Đơn giá (tr/m2),Giấy tờ pháp lý,Diện tích
4269679,130529504,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,Phường Phú Thạnh,,Đường Nguyễn Sơn,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.7847395,106.62027,"10.7847397,106.6202714",osm:W1267694053,"6,99 tỷ",,,0,False,2026-03-14 09:55:23,6990000000 ₫,Mua bán,,,Mặt bằng kinh doanh,134.42308 tr/m²,,52 m²
1234038,130535547,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Phường Bình Hưng Hòa,,Đường Mã Lò,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.7823,106.59924,"10.7823004,106.5992453",osm:W608784055,35 tỷ,,,0,False,2026-03-12 08:14:30,35000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,318.18182 tr/m²,,110 m²
28757505,130538998,1666851028,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,,Phường Sơn Đông,,Đường Phạm Thế Hiển,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,False,10.724088,106.628624,"10.7240878,106.6286259",,"12,5 tỷ",,,,False,2026-03-02 08:42:03,12500000000 ₫,Mua bán,Đông,,Shophouse,67.934784 tr/m²,Đã có sổ,184 m²
27093526,130547514,1737804644,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Thảo Điền (Quận 2 cũ),Phường An Khánh,,Xa Lộ Hà Nội,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,False,10.80134,106.73999,"10.80134,106.73999",,60 tỷ,,,,False,2026-03-03 10:28:24,60000000000 ₫,Mua bán,,Hoàn thiện cơ bản,Shophouse,200 tr/m²,Đang chờ sổ,300 m²
30771744,130552959,987630212,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,Phường Bình Tân,133/7,Đường Nguyễn Thị Tú,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,True,10.815832,106.59711,"10.8158325,106.5971081",osm:W882607485,670 triệu,,,0,False,2026-02-11 11:44:32,670000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.0894309 tr/m²,,615 m²
1844886,130557358,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Phường Tân Thới Hiệp,101,Đường Trương Thị Hoa,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,True,10.866184,106.64272,"10.866184,106.6427235",osm:W32577159,65 triệu,,,,False,2026-02-10 21:17:03,65000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.0833334 tr/m²,,60 m²
12434428,130566055,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,Phường Tây Thạnh,,Đường Lê Trọng Tấn,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.809165,106.615616,"10.8091648,106.6156148",osm:W1149445531,40 tỷ,,,0,False,2026-03-11 09:35:21,40000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,109.89011 tr/m²,Đã có sổ,364 m²
9496167,130567659,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Hiệp Phước,Xã Hiệp Phước,,Đường Số 7,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.639591,106.75341,"10.6395911,106.7534139",osm:W610473663,29 tỷ,,,0,False,2026-03-05 09:40:18,29000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,9.206349 tr/m²,Đã có sổ,3150 m²
550150,130576380,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Hoà Phú,Phường Bình Dương,174,Đường 11,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,False,11.068553,106.68614,"11.0685533,106.6861391",,"8,2 tỷ",,,0,False,2026-03-04 16:51:04,8200000000 ₫,Mua bán,Tây,Hoàn thiện cơ bản,Mặt bằng kinh doanh,85.594986 tr/m²,Đã có sổ,95.8 m²
1050924,130620118,1140222181,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,,Nguyễn Hữu Thọ,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,False,10.70387,106.71276,"10.70387,106.71276",,200 triệu,,,,False,2026-02-08 13:43:37,200000000 ₫,Mua bán,Tây,Nội thất đầy đủ,Shophouse,5 tr/m²,,40 m²
5306341,130620194,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Phường Hiệp Bình,220 hiệp bình ,Đường Hiệp Bình,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,True,10.837765,106.73258,"10.8377644,106.7325841",osm:W305402847,43 tỷ,,,,False,2026-02-02 13:21:28,43000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,143.33333 tr/m²,Đã có sổ,300 m²
28323367,130620552,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 10,Phường Phú Nhuận,,Đường Nguyễn Trọng Tuyển,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,True,10.798045,106.67056,"10.7980454,106.6705601",osm:W1158093355,46 tỷ,,,,False,2026-02-02 13:42:46,46000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,304.63577 tr/m²,Đã có sổ,151 m²
4466709,130624615,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Vĩnh Phú,Phường Bình Hòa,,Đường Đại lộ Bình Dương,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.870433,106.708755,"10.870433,106.7087567",osm:W1062935010,24 tỷ,,,0,False,2026-03-18 08:18:28,24000000000 ₫,Mua bán,Đông Nam,Hoàn thiện cơ bản,Mặt bằng kinh doanh,46.60194 tr/m²,Đã có sổ,515 m²
28540840,130637408,987630212,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 4,Phường Tân Sơn Nhất,Số 33,Đường Tự Lập,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,False,10.82536,106.63508,"10.82536,106.63508",,280 triệu,,,,False,2026-02-03 12:27:42,280000000 ₫,Mua bán,Nam,Nội thất đầy đủ,Mặt bằng kinh doanh,2.8 tr/m²,Đã có sổ,100 m²
21073008,130638394,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Phường Bình Hưng Hòa,123,Đường số 1,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,True,10.784133,106.60587,"10.7841331,106.6058695",osm:W505230861,80 triệu,,,,False,2026-02-04 13:21:07,80000000 ₫,Mua bán,,,Mặt bằng kinh doanh,2.5 tr/m²,,32 m²
10939037,130660756,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc B,Xã Tân Vĩnh Lộc,,Đường Võ Văn Vân,"Văn phòng, Mặt bằng kinh doanh",24 giờ trước,0,True,10.784873,106.57466,"10.7848734,106.5746585",osm:W605467966,"8,75 tỷ",,,0,False,2026-03-29 09:30:02,8750000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,25.735294 tr/m²,Đã có sổ,340 m²
2614590,130676551,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B (Quận 9 cũ),Phường Tăng Nhơn Phú,68c,Đường Đình Phong Phú,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,True,10.831162,106.78369,"10.8311622,106.7836888",osm:W723027055,"14,5 tỷ",,,,False,2026-02-06 16:07:03,14500000000 ₫,Mua bán,Đông,Hoàn thiện cơ bản,Mặt bằng kinh doanh,92.948715 tr/m²,Đã có sổ,156 m²
18989329,130681609,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Thọ (Quận Thủ Đức cũ),Phường Thủ Đức,,đường số 8,"Văn phòng, Mặt bằng kinh doanh",17 giờ trước,0,False,10.848838,106.76458,"10.8488374,106.7645803",,450 triệu,,,0,False,2026-03-29 16:24:52,450000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.125 tr/m²,,400 m²
11415538,130690619,377394594,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,Phường Tân Sơn Nhì,số 88,N1,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,False,10.80384,106.61603,"10.80384,106.61603",,46 tỷ,,,0,False,2026-03-18 11:17:24,46000000000 ₫,Mua bán,,,Shophouse,85.98131 tr/m²,,535 m²
9604454,130698595,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Chánh Mỹ,Phường Chánh Hiệp,,Hẻm Nguyễn Văn Cừ,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,False,10.991956,106.63208,"10.9919559,106.6320777",,"8,1 tỷ",,,,False,2026-02-07 08:26:50,8100000000 ₫,Mua bán,,,Văn phòng,13.5 tr/m²,,600 m²
17038400,130711049,,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Phường Thới Hòa,Phường Thới Hòa,,Mỹ phước tân vạn,"Văn phòng, Mặt bằng kinh doanh",2 tháng trước,0,False,11.1044445,106.62324,"11.1044443,106.6232359",,"4,4 tỷ",,,,False,2026-02-07 22:42:58,4400000000 ₫,Mua bán,,,Mặt bằng kinh doanh,29.333334 tr/m²,Đã có sổ,150 m²
1024413,130733770,463953827,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Hưng,Phường Tân Hưng,,Nguyễn Hữu Thọ,"Văn phòng, Mặt bằng kinh doanh",6 ngày trước,0,False,10.74367,106.70149,"10.74367,106.70149",,14 tỷ,,,0,False,2026-03-24 12:55:12,14000000000 ₫,Mua bán,Bắc,Hoàn thiện cơ bản,Shophouse,112 tr/m²,Đang chờ sổ,125 m²
397303,130740854,607019451,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 10,Phường Gò Vấp,18,Phan Văn Trị,"Văn phòng, Mặt bằng kinh doanh",5 ngày trước,0,False,10.83485,106.66716,"10.83485,106.66716",,9 tỷ,,,0,False,2026-03-25 16:49:03,9000000000 ₫,Mua bán,Nam,Hoàn thiện cơ bản,Shophouse,111.111115 tr/m²,Đã có sổ,81 m²
129230,130742330,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,số 40,Đường 26 Tháng 3,"Văn phòng, Mặt bằng kinh doanh",hôm qua,0,True,10.800446,106.60768,"10.8004457,106.6076812",osm:W694169767,470 triệu,,,0,False,2026-03-28 10:02:34,470000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.175 tr/m²,,400 m²
4814265,130758160,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 4,Phường Tân Sơn Nhất,,Đường Hậu Giang,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.807893,106.66314,"10.8078929,106.6631402",osm:W32576747,490 triệu,,,0,False,2026-03-19 14:48:02,490000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.225 tr/m²,,400 m²
21709112,130778921,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 4,Phường Tân Sơn Nhất,,Đường Trần Quốc Hoàn,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.805005,106.66431,"10.8050046,106.6643082",osm:W32580387,56 tỷ,,,0,False,2026-03-17 14:21:05,56000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,437.5 tr/m²,,128 m²
29704041,130779896,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Đường Thống Nhất,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.89115,106.8022,"10.89115,106.8022028",osm:W1301575040,"8,2 tỷ",,,0,False,2026-03-22 10:05:13,8200000000 ₫,Mua bán,,,Mặt bằng kinh doanh,124.242424 tr/m²,,66 m²
10343901,130797085,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Tam Bình (Quận Thủ Đức cũ),Phường Tam Bình,,Đường Tô Ngọc Vân,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.868182,106.73581,"10.8681825,106.7358116",osm:W370714755,"34,5 tỷ",,,0,False,2026-03-20 11:24:39,34500000000 ₫,Mua bán,,,Mặt bằng kinh doanh,106.15385 tr/m²,Đã có sổ,325 m²
17335914,130806786,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 3,Phường Hạnh Thông,Sạp Số 1 Chợ Tân Sơn Nhất,Đường Nguyễn Kiệm,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,True,10.824865,106.67936,"10.8248656,106.6793606",osm:W721952223,100 triệu,,,,False,2026-02-20 18:16:02,100000000 ₫,Mua bán,Đông Nam,,Mặt bằng kinh doanh,2.2222223 tr/m²,,45 m²
29874184,130808491,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 16,Phường Phú Định,,Đường An Dương Vương,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,True,10.733898,106.62109,"10.7338984,106.6210917",osm:W33103420,27 tỷ,,,0,False,2026-02-22 13:54:02,27000000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,108 tr/m²,Đã có sổ,250 m²
10343901,130813779,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Phường Hiệp Bình,,Đường Hiệp Bình,"Văn phòng, Mặt bằng kinh doanh",7 ngày trước,0,True,10.848543,106.72018,"10.8485427,106.7201738",osm:W1270140003,"14,8 tỷ",,,0,False,2026-03-23 19:34:58,14800000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,164.44444 tr/m²,Đã có sổ,90 m²
30324686,130817730,360967333,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thọ (Quận Thủ Đức cũ),Phường Thủ Đức,30,3,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,False,10.83294,106.75646,"10.83294,106.75646",,"7,2 tỷ",,,,False,2026-02-22 11:23:29,7200000000 ₫,Mua bán,Đông Nam,Nội thất đầy đủ,Shophouse,65.454544 tr/m²,Đang chờ sổ,110 m²
12985810,130820366,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Phường Tân Thới Hiệp,28,Hẻm 60 Đường Tân Thới Hiệp 8,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,False,10.864639,106.6364,"10.8646392,106.636402",osm:W1169897800,"6,2 tỷ",,,,False,2026-02-22 15:09:56,6200000000 ₫,Mua bán,Tây Bắc,Hoàn thiện cơ bản,Mặt bằng kinh doanh,82.666664 tr/m²,Đã có sổ,75 m²
28545937,130822764,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 10,Phường Bình Phú,125-127,Đường 26,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,False,10.738352,106.627304,"10.7383516,106.6273078",,500 triệu,,,,False,2026-02-28 19:11:42,500000000 ₫,Mua bán,,,Mặt bằng kinh doanh,2.5 tr/m²,,200 m²
5407562,130830685,463915047,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"8,5 tỷ",,,,False,2026-02-23 13:27:21,8500000000 ₫,Mua bán,,Hoàn thiện cơ bản,Shophouse,170 tr/m²,Đang chờ sổ,50 m²
22117061,130831003,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,Phường An Lạc,,Đường SINCO,"Văn phòng, Mặt bằng kinh doanh",3 ngày trước,0,True,10.73496,106.6077,"10.7349599,106.6076953",osm:W608193721,15 tỷ,,,0,False,2026-03-27 16:53:01,15000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,62.5 tr/m²,Đã có sổ,240 m²
22117061,130835371,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Đường số 2,"Văn phòng, Mặt bằng kinh doanh",3 ngày trước,0,True,10.739169,106.6216,"10.7391692,106.621597",osm:W327262615,"12,5 tỷ",,,0,False,2026-03-27 13:56:01,12500000000 ₫,Mua bán,,,Mặt bằng kinh doanh,68.30601 tr/m²,Đã có sổ,183 m²
2389006,130847809,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,Xã Bà Điểm,,Đường Dương Công Khi,"Văn phòng, Mặt bằng kinh doanh",6 ngày trước,0,False,10.856579,106.5643,"10.8565784,106.5642998",,290 triệu,,,0,False,2026-03-24 19:38:52,290000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.16 tr/m²,,250 m²
1382920,130859988,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thạnh Tây,Xã Phú Hòa Đông,,Đường Tỉnh lộ 8,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,False,10.987546,106.5643,"10.9875463,106.5642998",,12 tỷ,,,,False,2026-03-18 13:44:29,12000000000 ₫,Mua bán,Bắc,Nội thất đầy đủ,Mặt bằng kinh doanh,10.628875 tr/m²,Đã có sổ,1129 m²
14539900,130865832,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,,Hẻm 241 Đường Nguyễn Đức Thiệu,"Văn phòng, Mặt bằng kinh doanh",3 ngày trước,0,False,10.89981,106.74672,"10.8998094,106.7467176",,"7,9 tỷ",,,0,False,2026-03-27 15:32:05,7900000000 ₫,Mua bán,Bắc,Nội thất cao cấp,Mặt bằng kinh doanh,67.406204 tr/m²,Đã có sổ,117.1999 m²
30935438,130866705,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thới An,Phường Thới An,211,Đường Trần Thị Cờ,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,False,10.87607,106.655655,"10.8760697,106.6556575",,"7,2 tỷ",,,,False,2026-02-27 17:39:19,7200000000 ₫,Mua bán,Đông Nam,Nội thất đầy đủ,Mặt bằng kinh doanh,120 tr/m²,Đã có sổ,60 m²
120823,130867385,987630212,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 14,Phường An Hội Tây,14/23,Hẻm 14/23 Đường số 53,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.852199,106.644424,"10.8521984,106.6444257",osm:W506584452,12 triệu,,,0,False,2026-03-08 12:47:00,12000000 ₫,Mua bán,,,Mặt bằng kinh doanh,0.12 tr/m²,Giấy tờ khác,100 m²
67532,130875606,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 4,Phường Chánh Hưng,131,Đường Nguyễn Thị Mười,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,False,10.74274,106.677765,"10.7427393,106.677766",,350 triệu,,,,False,2026-02-26 09:37:59,350000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,4.375 tr/m²,,80 m²
1941713,130880735,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 10,Phường 4,Phường Vườn Lài,,490 Ngô  Gia Tự,"Văn phòng, Mặt bằng kinh doanh",18 giờ trước,0,False,10.76292,106.66966,"10.76292,106.6696593",,72 tỷ,,,0,False,2026-03-29 14:55:04,72000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,905.6604 tr/m²,Đã có sổ,79.5 m²
16308877,130883026,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Đông Thạnh,Xã Đông Thạnh,13a,Đường Bùi Công Trừng,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,True,10.908426,106.65049,"10.9084264,106.6504911",osm:W32902703,12 tỷ,,,,False,2026-02-26 15:26:37,12000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,41.09589 tr/m²,,292 m²
28967138,130888435,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,Phường Phú Thạnh,266,Đường Tô Hiệu,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,False,10.772714,106.627655,"10.7727133,106.6276567",,300 triệu,,,,False,2026-02-27 04:50:28,300000000 ₫,Mua bán,,,Mặt bằng kinh doanh,10 tr/m²,,30 m²
30954902,130897320,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,40,40 Đường 26/3,"Văn phòng, Mặt bằng kinh doanh",23 giờ trước,0,False,10.802689,106.60261,"10.8026884,106.6026064",,470 triệu,,,0,False,2026-03-29 10:11:50,470000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.175 tr/m²,,400 m²
10625347,130897357,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 2,Phường Bình Tây,"Sạp 198, Chợ Bình Tây, 57A",Đường Tháp Mười,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,True,10.750343,106.6528,"10.7503436,106.6527992",osm:W971952463,150 triệu,,,,False,2026-02-27 12:16:05,150000000 ₫,Mua bán,,,Mặt bằng kinh doanh,15 tr/m²,,10 m²
20813793,130901287,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 10,Phường 15,Phường Hòa Hưng,75,Đường Trường Sơn,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,True,10.781748,106.66326,"10.7817477,106.6632592",osm:W520723335,"18,5 tỷ",,,0,False,2026-02-27 15:19:38,18500000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,343.86682 tr/m²,,53.7999 m²
227561,130904611,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường An Bình,Phường Dĩ An,,Đường Lê Văn Tách,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.877345,106.75818,"10.8773447,106.7581789",osm:W503561779,"13,678 tỷ",,,,False,2026-03-01 14:58:04,13678000000 ₫,Mua bán,Đông Nam,Hoàn thiện cơ bản,Mặt bằng kinh doanh,50.73442 tr/m²,Đã có sổ,269.6 m²
28632269,130905689,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,Phường Phú Thọ Hòa,35,Đường Lũy Bán Bích,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,True,10.782223,106.636055,"10.7822225,106.6360528",osm:W1270907346,138 tỷ,,,,False,2026-02-27 19:23:39,138000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,301.31006 tr/m²,,458 m²
19442379,130909966,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Trung Lập Hạ,Xã Nhuận Đức,,TỈNH LỘ 2,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,11.026217,106.45826,"11.026217,106.458256",,15 tỷ,,,,False,2026-03-09 08:00:19,15000000000 ₫,Mua bán,Tây Nam,,Mặt bằng kinh doanh,13.636364 tr/m²,Đã có sổ,1100 m²
30963279,130910081,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân An Hội,Xã Tân An Hội,,Đường Nguyễn Văn Khạ,"Văn phòng, Mặt bằng kinh doanh",1 tháng trước,0,True,10.989737,106.491585,"10.9897368,106.491587",osm:W128777433,"3,8 tỷ",,,,False,2026-02-28 08:36:02,3800000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,27.656498 tr/m²,Đã có sổ,137.3999 m²
28483518,130911648,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc A,Xã Vĩnh Lộc,,Đường Quách Điêu,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.816746,106.57674,"10.8167457,106.576738",osm:W1255193050,"10,5 tỷ",,,0,False,2026-02-28 09:48:17,10500000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,41.015625 tr/m²,,256 m²
26133773,130912117,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 3,Phường 5,Phường Bàn Cờ,,Cao Thắng,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,False,10.768209,106.68422,"10.7682096,106.68422",,78 tỷ,,,,False,2026-02-28 10:05:07,78000000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,339.13043 tr/m²,Đã có sổ,230 m²
26133773,130912327,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,Phường Tân Tạo,,Đường Lê Đình Cẩn,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.759058,106.592094,"10.7590578,106.5920934",osm:W612506953,14 tỷ,,,,False,2026-02-28 10:12:21,14000000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,127.27273 tr/m²,Đã có sổ,110 m²
26133773,130912573,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,Phường Bình Trị Đông,,Đường Lê Văn Quới,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.776182,106.61098,"10.776182,106.6109757",osm:W608194840,"14,8 tỷ",,,,False,2026-02-28 10:20:34,14800000000 ₫,Mua bán,,Nội thất cao cấp,Mặt bằng kinh doanh,137.03703 tr/m²,Đã có sổ,108 m²
5208908,130915656,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Phạm Văn Hai,Xã Tân Vĩnh Lộc,,Đường Trần Văn Giàu,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.770657,106.55176,"10.7706567,106.5517584",osm:W1272139966,15 tỷ,,,,False,2026-03-01 16:19:00,15000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,51.124763 tr/m²,Đã có sổ,293.3999 m²
127661,130919578,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 16,Phường An Hội Đông,504,Đường Lê Văn Thọ,"Văn phòng, Mặt bằng kinh doanh",4 tuần trước,0,True,10.848414,106.65678,"10.8484141,106.6567792",osm:W32578335,"8,9 tỷ",,,0,False,2026-02-28 15:27:04,8900000000 ₫,Mua bán,Tây,,Mặt bằng kinh doanh,139.0625 tr/m²,Đã có sổ,64 m²
